PersonID,login,password,salary,Department,HasFamily,HasCar,HasPet
11-9559436,,,$8319.17,B,false,true,false
23-1255443,mradnagec9,,$7903.81,B,false,false,true
79-6193117,akerca,rwaterworthca,$8506.16,D,false,false,false
12-8281781,bgilcristcb,lnickelscb,$4959.99,D,true,true,true
16-6944809,selmorecc,cheiglcc,$1736.24,C,true,false,false
14-2754812,nviccarscd,jkleiscd,$7690.58,C,false,false,true
49-2536310,,crappportce,$721.43,D,false,false,true
22-7770100,,jbenediktcf,$676.62,D,false,false,true
81-3561109,,rabraminocg,$3491.72,B,false,false,true
65-7942131,wdigregorioch,jbeveredgech,$3493.30,D,false,false,true
23-0195881,,mkellittci,$413.87,C,false,false,false
41-2790738,tpasquecj,brastrickcj,$449.03,A,false,true,true
20-8719294,meskellck,ljaffrayck,$5347.53,B,true,false,false
76-9290333,jbewliecl,lmaccaghancl,$8913.50,C,false,true,false
49-1655822,amacintyrecm,bcuerdalecm,$9522.58,B,false,false,false
60-6549061,,,$9962.31,A,true,false,true
76-4099548,,,$3034.50,A,true,false,false
95-9548541,waspreycp,kosheerincp,$4893.52,C,false,false,false
19-7620452,,lrooneycq,$9377.39,A,false,true,true
95-8855232,bklusscr,drawcr,$2306.90,D,false,false,false
95-3208234,,,$4627.66,C,false,false,true
89-5918317,,,$8210.67,D,true,false,false
19-0118605,zbowskillcu,vrentollcu,$1583.76,B,false,true,true
86-8058926,lyockneycv,jreddingtoncv,$4656.32,D,true,false,true
12-3689247,,rkenyoncw,$879.48,A,true,false,true
77-1366951,bgaukrogercx,hnelissencx,$3844.48,C,false,true,false
42-5932355,bghelarduccicy,sbardaycy,$9057.04,C,false,false,false
90-8817043,,bhavilecz,$107.47,D,true,true,false
06-6103336,cniaved0,,$2308.92,C,false,true,true
17-0519345,adaggd1,vcolvilled1,$1509.74,B,false,true,false
88-0569970,ajergerd2,atompsettd2,$8560.96,A,true,true,true
62-0197334,,hthurnhamd3,$3281.08,C,false,false,true
70-8627838,qhallowelld4,,$1405.77,A,false,false,true
28-9648072,ufettersd5,spandyad5,$9746.77,B,false,false,false
52-6147322,,voldakerd6,$1757.60,D,true,false,false
12-9873651,dbuckamd7,grosendalld7,$1655.00,D,true,true,false
65-0371008,tshalesd8,avickersd8,$3675.54,B,false,false,true
04-6899540,gbiggamd9,brosenhauptd9,$5151.04,D,true,true,false
60-6506320,,gquesteda,$2616.12,A,true,false,false
04-7289907,,lwernherdb,$1335.71,C,false,false,true
73-9066995,mjolldc,caslottdc,$7494.76,A,false,false,false
93-3551878,cburressdd,asimoncellidd,$3313.36,A,false,true,false
34-5285066,,yradnedgede,$6955.36,A,true,false,true
48-2933207,,jkillingworthdf,$5651.49,D,false,false,true
37-3232620,vvogelerdg,jmerriendg,$289.20,D,false,true,true
03-4138811,,flansdowndh,$2531.26,C,true,true,false
08-3711455,csmoothdi,aeadingtondi,$1178.54,A,true,true,true
44-6668301,gledingtondj,cpedicandj,$7198.96,A,false,true,true
87-9883781,kmallamdk,amoroneydk,$3343.37,A,false,false,false
13-2332624,,mphindl,$4711.73,C,true,true,true
34-5729378,,ebrislendm,$5331.85,A,true,true,true
83-3137089,,kantoniodn,$4917.45,D,false,true,false
41-1305313,,bfannerdo,$8126.88,D,true,false,true
80-6075018,stettleydp,,$645.54,C,false,true,true
79-3518840,,mcarcassdq,$9242.92,C,true,false,true
20-6642647,,krivlindr,$3721.44,D,false,true,true
82-1571396,stounds,kcocksonds,$4475.88,A,false,false,true
34-5614102,,ascarbarrowdt,$3322.07,B,true,false,true
16-4640755,,rdownagedu,$5570.73,B,false,true,false
68-6385413,rjumeaudv,rcoultdv,$2443.58,A,true,true,true
98-2891535,ehawsedw,mmalthousedw,$1389.96,B,false,true,true
18-3834955,nhordledx,rmorsomdx,$6803.14,D,false,false,false
73-1864318,,mossennady,$3506.38,A,false,true,false
29-6768657,,fhatchettedz,$5207.94,B,true,true,true
88-6663111,,lhallawayse0,$4228.76,A,false,false,true
92-0629283,hbuntinge1,kgarriee1,$2564.76,C,false,false,true
16-1689917,lstovene2,mdrone2,$4460.31,D,false,true,true
96-2174200,jbenedikte3,gmollene3,$9250.46,A,false,true,false
95-5068264,,fmcenenye4,$534.02,A,false,false,false
54-1016680,hsineathe5,rtoyere5,$5509.37,A,true,false,true
91-8724566,apaddiee6,nhawkese6,$2832.34,A,true,false,true
65-7763138,,,$7554.79,D,false,false,true
85-3894274,,gheadlye8,$1361.09,C,false,false,true
05-2755960,dfroudee9,mreederse9,$4060.79,C,false,true,false
41-8702231,sanniesea,ccrippellea,$1106.36,D,true,true,false
87-8865201,ghullandeb,nbarucheb,$4140.74,A,false,true,false
77-8730878,tnancekivellec,emaierec,$4203.88,A,false,false,false
47-4341828,omcrobertsed,,$4460.64,D,true,false,false
81-2765688,aderksee,blambshineee,$5000.99,A,false,false,false
21-7589569,kciccarelloef,mkeavenyef,$4568.39,B,true,true,true
31-0898762,bpinckedeg,jearieeg,$6023.98,D,true,false,true
77-3927438,thousbyeh,rgolsbyeh,$9126.03,D,true,false,false
07-9532447,cbernhardssonei,khinerei,$3801.54,C,false,true,true
29-0430871,bmcfaulej,mgyverej,$7284.21,B,true,false,true
36-2922457,mrhymeek,emcanenyek,$6832.96,B,false,true,true
92-1593196,arowanel,golliganel,$7602.03,B,true,true,true
05-6817297,jdudderidgeem,carondelem,$7462.60,A,true,true,false
78-5246714,tcorstonen,lcolericken,$3230.52,A,true,false,false
22-9660702,hcasellaeo,jbalnaveseo,$8698.90,A,true,false,true
60-9752960,,tvazquezep,$717.28,C,false,true,false
73-4351503,,rcurnnokkeq,$6613.87,A,false,true,true
53-4262160,hgobeler,iwordsleyer,$5071.60,A,false,false,true
29-0385951,fbockingses,lpavises,$3924.84,C,false,false,true
59-9442884,achoupinet,ctemplmanet,$5979.56,D,true,false,true
53-2729267,,abelsoneu,$7308.68,B,true,false,false
59-3719770,cemmertev,tmckeighenev,$1701.38,C,true,false,false
29-8326019,,ccubittew,$2855.85,D,true,true,false
58-2988709,,chelksex,$2359.73,B,false,false,true
85-3543479,dachesoney,anowilley,$9389.46,D,false,true,true
90-0233915,tkillshawez,mmcsporrinez,$3970.14,C,false,false,true
60-5778603,ehalewoodf0,fpleasantsf0,$2169.15,C,false,true,false
45-3488310,zdesousaf1,yrussof1,$3152.54,D,true,true,true
40-4477025,gskinleyf2,lkinkerf2,$9808.47,D,true,false,true
97-3891158,,,$4881.38,D,false,false,true
62-1858389,sspeedingf4,zwetterf4,$4833.22,B,false,false,false
32-6057896,jmerrikinf5,cbattellf5,$1575.30,C,false,true,true
33-3420878,,gcrowcombef6,$4961.13,C,false,true,true
15-0936169,mconeleyf7,sreardenf7,$4565.98,D,true,true,true
77-7117629,cwrigglesworthf8,,$2566.63,A,true,false,false
80-3086661,glebandf9,cnisbyf9,$7152.40,A,false,false,false
78-6985199,coffenfa,kkivitsfa,$7999.86,C,false,false,true
81-2549818,rmcgawfb,pshavefb,$5066.24,D,true,false,true
37-3085617,mmacgilpatrickfc,aburchnallfc,$7900.59,D,true,false,false
69-7906269,aflayfd,sgrainefd,$2428.35,C,false,true,false
89-2267042,mferrofe,estuddardfe,$2510.63,D,false,false,true
25-9593290,,fsomersettff,$7141.18,A,true,true,true
26-8183006,hvineyfg,sellissfg,$4759.56,C,true,false,true
52-8348046,,,$1736.39,A,true,true,true
20-9199090,ebostockfi,ceichmannfi,$6945.16,C,false,false,true
49-9065397,,cmattinglyfj,$2109.86,C,true,false,true
16-3408366,onolotfk,hhaywardfk,$4941.93,B,true,false,true
98-7220699,jdrancefl,apowneyfl,$5417.89,A,true,false,false
81-5447984,,,$7961.50,B,false,true,true
14-0726993,brolfefn,rellamanfn,$7936.36,A,true,true,false
19-8774287,hbenedttifo,ctathamfo,$2692.04,C,false,true,true
49-2056028,cskonefp,,$1322.23,D,false,true,false
53-4787031,rcarwithanfq,ddurkinfq,$365.00,A,false,false,false
26-6976898,,rwalbyfr,$3676.84,D,true,false,false
70-3515326,ddodgefs,ccapesfs,$523.67,C,false,false,false
28-5388643,,,$7019.82,D,true,false,false
67-3530082,agolderfu,sbackshellfu,$5182.03,A,false,true,false
77-7052727,bkarbyfv,nlinhamfv,$7232.91,B,true,true,true
26-3984376,twilkisonfw,bfaransfw,$8774.10,C,true,false,true
39-7576031,,aiglesiasfx,$4206.82,D,true,true,true
56-6653371,wtabertfy,wsimminsfy,$1413.14,A,false,false,true
22-9127775,fhackettfz,jnewrickfz,$3567.17,C,false,true,true
26-6252056,,djeensg0,$6626.93,B,false,false,false
48-1884986,gveigheyg1,wsturgeong1,$1496.89,B,true,false,true
80-7541704,,spinillag2,$9181.83,B,true,true,false
07-2407504,,,$5470.54,A,false,true,false
40-8256612,bgregoring4,,$5413.01,C,true,true,true
26-9836104,nhanmerg5,mhearnahg5,$8819.71,B,true,false,false
61-7983604,,,$6171.93,D,false,true,true
46-7376050,bfarringtong7,nbrydellg7,$5185.90,D,false,true,false
92-8612141,,cisworthg8,$4776.34,B,true,true,true
43-9836602,jadamowitzg9,tpassyg9,$926.69,D,false,true,true
88-8704632,bfenbyga,djeanneauga,$9042.38,A,true,true,false
85-0671703,,eakehurstgb,$9016.98,C,true,false,true
48-3628881,,asumptergc,$1565.20,B,true,true,true
62-3414896,dbosencegd,ddornangd,$4695.02,A,false,true,true
06-6533842,,sisakovitchge,$2299.87,B,true,false,true
16-6250564,,,$8333.20,A,true,true,true
11-6538595,rlequeuxgg,alooksgg,$2057.36,D,false,false,false
33-7976134,ebendegh,ccorneljesgh,$8176.95,B,true,true,true
19-3954969,wtunstallgi,gvolantegi,$1808.60,D,false,true,false
45-2212242,hputtrellgj,epavolinigj,$1019.85,C,true,true,false
43-3949409,mvangogk,ltimmesgk,$6590.70,A,false,true,true
10-3222327,hcoppogl,stamesgl,$8999.20,C,true,false,false
91-4993629,,rpalfreygm,$4289.50,B,true,true,false
84-2964234,,ekembleygn,$6250.36,C,false,false,true
50-6532711,ecogginsgo,lcranefieldgo,$7803.92,A,true,false,false
12-9726456,kmackowlegp,bbeestongp,$3384.61,C,true,false,false
72-7093919,bosichevgq,,$1997.33,D,true,true,true
43-9543662,utollandgr,senderlegr,$2395.87,A,false,true,false
06-0801669,soveringtongs,gstalleygs,$9032.23,B,true,false,true
83-3781906,aparsonsongt,,$7755.14,B,true,true,false
62-2782434,thuffagu,ddewolfegu,$7753.59,A,true,false,false
39-6954035,plipsongv,rnorcottgv,$3843.04,D,true,false,true
02-2052932,,mfeakegw,$2571.57,C,false,true,false
75-9527683,,cwalklategx,$1119.52,B,false,true,true
41-1276139,rcoategy,lpincottgy,$2144.73,D,false,false,true
30-2527902,mmaxwailegz,gdevillegz,$7540.69,B,true,false,false
51-4445517,jmacgeaneyh0,,$1040.29,D,true,false,false
11-2856443,gcasperrih1,jgiffauth1,$8305.49,D,true,true,true
41-6499195,,aguyonneauh2,$1240.18,C,false,true,true
01-2463791,areganh3,ebuttsh3,$6446.25,D,false,false,true
38-7600099,hhazeltineh4,fpilkintonh4,$7919.61,A,false,true,true
61-9213779,cverlanderh5,ashapirah5,$7413.20,A,false,true,false
77-3272902,pbodechonh6,kstiffkinsh6,$6740.77,C,true,true,true
52-1098368,wayliffh7,vmcphiliph7,$7938.22,A,true,true,false
74-0381942,rcabedoh8,rebleh8,$8902.17,A,false,true,true
49-3269751,tsawbridgeh9,,$9866.33,C,false,true,true
34-6776557,,,$2724.30,A,true,true,false
95-7313205,hvinthb,rathertonhb,$677.34,A,false,true,true
42-3144016,,bcanterohc,$8239.23,D,true,true,false
86-0109762,,rlippihd,$5467.85,B,true,false,true
51-1576687,,cdairtonhe,$3246.84,B,true,false,true
98-3345480,rocarneyhf,gbenediktssonhf,$3447.85,C,false,true,false
30-6743383,mpattinihg,kriveshg,$8307.51,B,false,false,false
66-0328178,,okelcherhh,$7180.12,A,false,false,true
00-9958259,amongerhi,sbellefanthi,$5784.17,D,false,true,false
74-4061944,nandresenhj,awoodvinehj,$8441.33,C,false,false,true
65-3275007,,,$2765.46,D,true,true,false
85-0701171,dmckeeverhl,testehl,$2801.64,C,true,false,true
39-4109343,dledeshm,mphillpshm,$4619.64,D,false,false,true
49-4811498,dswindlehn,,$9145.94,B,true,false,false
04-7068711,cvanderplasho,drissoho,$9536.29,B,false,true,true
83-9898675,,jpartridgehp,$3405.05,A,true,false,false
39-9287978,,sjeratthq,$9532.40,A,false,true,true
76-0774742,esivernshr,fjamesonhr,$726.12,A,false,false,false
70-7575952,jcattellionhs,rapplebyhs,$640.22,C,true,true,true
36-2748229,cpoateht,,$8031.27,B,false,true,true
54-8518477,rgoodaylehu,lcrenshawhu,$2089.49,C,true,false,true
28-9023391,jaickenhv,kmallanhv,$3543.83,C,false,false,false
27-9802384,sthompkinshw,toiseauhw,$8484.44,D,false,false,true
65-6305297,,nmauvinhx,$6328.50,C,false,false,true
38-5675151,awalaronhy,reichmannhy,$7107.12,B,false,false,false
05-7945186,kwyliehz,mpickleshz,$8690.87,A,true,false,true
18-1948769,elamputti0,hroyi0,$7595.31,B,false,false,true
00-4247140,,fchurchardi1,$430.95,B,false,false,false
80-5854268,,bwillmenti2,$427.96,C,false,false,true
19-2407996,maylmorei3,bmcdermidi3,$2914.38,D,false,true,true
81-1459671,fcasieri4,dosichevi4,$8091.96,D,false,true,false
55-3285354,,hshropshirei5,$8530.10,B,false,true,false
81-1718888,ttorransi6,,$7923.34,D,false,true,false
48-3490642,wmacmurrayi7,,$1810.38,D,true,true,true
04-2797413,blovarti8,tfossicki8,$7220.54,A,false,false,true
28-9297502,pvasilyevi9,ktorbetti9,$9216.38,B,true,false,false
37-0552443,ihazeldenia,cpinkstoneia,$1141.82,C,false,false,false
18-2271050,,,$8671.86,A,true,false,true
13-3607217,bgemsonic,vcowupic,$1712.13,B,false,true,true
65-0879574,,lbelhamid,$5898.01,B,true,true,true
79-0407161,asymonsie,fslackie,$7650.31,A,false,true,true
23-3636432,,npashleyif,$9390.45,B,false,false,false
32-5467145,ggurkoig,ghanshaweig,$4093.18,D,false,false,false
09-0322426,,kyurkinih,$5962.34,D,true,true,false
44-0725781,bbenoyii,bbalmforthii,$9592.73,C,true,false,true
32-8352175,ygodbyij,biwanczykij,$9116.70,A,false,true,false
30-3905311,,cjellybrandik,$8960.44,B,true,false,false
40-3004543,mbreadmoreil,kharnwellil,$2888.27,D,false,false,true
15-9244979,olehrim,hsneathim,$2931.95,D,false,false,false
80-4108965,rdelaguain,kclarsonin,$7568.91,B,true,false,true
78-4559604,bbignallio,ischolefieldio,$258.51,B,false,true,true
75-4362389,,dpetytip,$9931.19,B,false,false,false
85-1782630,tpieteriq,nianniniiq,$7458.80,A,true,false,false
59-1665801,fkairnsir,rsmooteir,$3867.87,A,true,false,false
45-5219955,dmussonis,cesterbrookis,$6325.87,B,true,false,false
40-6640537,,daggusit,$1724.05,B,false,false,false
15-0504491,ewellingsiu,pharmaniu,$8892.10,A,true,false,true
56-7812927,,lbanthamiv,$2909.76,C,true,true,true
84-1961213,epedroniiw,bcripwelliw,$5548.69,B,false,false,false
34-5604703,,mflorentineix,$9363.62,B,true,true,true
37-4704157,gmcgeochiy,igerholdiy,$1703.48,B,true,true,true
08-9999151,,ndunridgeiz,$6219.28,B,false,true,true
05-3027118,,,$3962.55,D,true,true,false
50-4258097,dcorballyj1,acummingsj1,$5743.67,C,true,true,true
82-8481730,,dnorthcotej2,$5647.73,B,true,false,true
83-7539175,,dlenthallj3,$4290.91,C,true,false,false
03-7021111,dcutcheyj4,sgunthorpej4,$623.59,B,true,true,false
10-4505120,pfaulkenerj5,lwickmannj5,$2974.26,D,true,false,false
98-3520987,,wmcnalleyj6,$9451.58,D,true,false,true
68-0273522,kpagej7,bnelanej7,$3191.26,D,false,true,false
38-3989754,mdarlingj8,wbucknerj8,$5070.62,B,false,true,false
06-4689839,,ewifej9,$6748.74,C,true,false,false
23-3075846,bnaisbetja,emcgrathja,$147.89,C,false,true,true
14-6586089,lricardotjb,bcosbyjb,$6317.82,A,false,true,false
42-8904461,civkovicjc,dtregentjc,$435.30,A,true,false,false
81-6458152,,sdaidjd,$9661.17,D,true,true,false
69-4521814,nperronije,,$2331.27,A,false,true,true
51-4820641,idummettjf,zbullinghamjf,$1254.65,D,false,false,false
32-5960933,ffoleyjg,afrankisjg,$3700.53,B,true,true,false
57-4242785,bmaccleodjh,jfarnelljh,$7432.80,A,false,true,false
37-7388880,tsalamonji,debrallji,$1179.04,D,true,true,false
91-5265081,cenriquezjj,awelburnjj,$2432.22,D,false,true,false
64-3818692,cfairleighjk,proastjk,$4754.62,D,false,true,false
98-8961093,btowardjl,mquinceejl,$2891.75,B,true,false,false
89-3553668,,,$7620.03,B,false,false,false
25-5479551,,,$3591.40,C,false,true,false
88-1092436,nhowlettjo,hriseboroughjo,$859.59,A,true,true,true
75-9982151,oborresjp,pwedderburnjp,$548.38,A,false,false,false
50-4718756,kmercikjq,tpiddlejq,$8050.76,C,true,false,false
91-2678580,hsearsjr,mjubbjr,$9669.77,D,true,false,true
01-2739544,santoniasjs,,$7038.89,B,false,false,false
78-3851427,wbattabeejt,mhellardjt,$4278.30,D,false,true,true
72-9893843,,lmcwhanju,$8363.18,C,false,true,true
27-3782704,cknollerjv,tyexleyjv,$6507.05,D,true,true,false
47-3968784,alathayejw,jogleyjw,$1575.03,C,true,true,false
53-3450949,,swabererjx,$4524.95,A,true,true,false
46-3626168,lclappsonjy,cnottinghamjy,$1662.48,C,true,false,false
05-5457870,,,$4275.54,B,false,false,true
10-1611198,bfifootk0,bsmithsk0,$539.59,D,false,true,true
04-4760982,,cmerrisonk1,$3657.84,C,true,true,false
75-3550216,dhansberryk2,sspikeingsk2,$2032.23,C,false,true,false
31-5332252,,vsporesk3,$8727.82,C,true,true,true
81-9373498,hpickupk4,cpesikk4,$7779.98,B,false,true,true
26-4589931,,nbenckk5,$9504.56,D,false,true,true
76-2363061,jsawartk6,jjorisk6,$4676.03,C,false,false,true
99-0990605,cturtonk7,swormaldk7,$6082.75,C,false,false,true
68-5295279,pbricknallk8,klambdenk8,$6674.32,C,false,true,true
41-5897642,,ldenerk9,$8202.40,C,false,true,false
80-3134812,aclaricoatska,cpetkenska,$8745.94,C,false,false,true
94-7245390,wselwaykb,efrandsenkb,$1380.03,D,true,false,false
72-7087456,,gnewarkkc,$8628.02,A,true,true,true
19-5183290,mdancerkd,srandlesonkd,$6270.55,B,true,true,true
44-1662052,dtrimbyke,rchantlerke,$3399.18,B,true,false,true
73-8627008,,ekennaghkf,$6277.36,C,false,true,false
94-0590755,msoignekg,ncastanakg,$7144.17,B,true,true,true
39-5082883,,apersekh,$8251.80,B,true,false,false
63-4032109,jlowdwellki,rdellenbrokki,$1261.09,B,false,true,false
39-4584677,espringthorpekj,ktitherkj,$2904.45,A,false,false,true
00-1334143,,nstraniokk,$765.94,A,false,true,false
64-9031686,uhillandkl,jspourskl,$5099.24,D,false,false,true
90-2782898,,bdichekm,$1220.46,C,true,true,false
45-2754522,gbrixhamkn,,$1941.41,C,true,false,true
52-1438338,hmcdermidko,cmoyserko,$7656.18,D,true,false,true
31-4373300,vcontikp,rkilbeykp,$3933.84,C,false,false,true
99-8641448,dcrewkq,donionskq,$8636.96,A,true,true,true
08-5710218,lguntripkr,amccambridgekr,$4066.08,A,false,false,true
75-2996590,tdickinsks,bmixworthyks,$221.81,D,false,true,false
90-5508825,,mniaveskt,$7330.16,C,false,true,true
77-2537304,,alerigoku,$4882.36,B,true,false,true
37-0469588,bshynnkv,mquerrardkv,$5306.29,C,true,true,true
42-8547763,,tbridatkw,$2027.51,D,true,true,false
91-4754857,dedgingtonkx,sbeeswingkx,$1624.36,A,true,true,true
07-8787569,rarnoppky,pbatripky,$7120.59,B,false,false,true
39-9869562,,aclementuccikz,$8631.89,B,true,true,false
29-9041673,dthridgouldl0,rdeathl0,$6318.01,A,false,true,false
28-6636766,nfickenl1,ngarahanl1,$9484.02,A,true,true,false
40-8128460,mkillnerl2,cjedrychowskil2,$5892.91,A,true,true,true
89-4458442,,eissacovl3,$4570.25,B,false,false,false
58-8959725,,,$8893.05,C,false,true,false
59-3538049,mranyelll5,fdougall5,$5694.19,C,true,false,false
22-0386879,,rgarriochl6,$7458.99,B,true,false,false
18-7287088,cmckombl7,skumaarl7,$5630.62,D,true,true,true
84-7148729,jwhellansl8,tcampionel8,$9072.49,B,false,false,true
92-2334579,mfilipsonl9,mbowsteadl9,$7509.47,C,false,false,true
43-1503007,klambornla,fansterla,$2951.60,A,true,false,true
87-7081382,nboomlb,nscallylb,$879.65,A,true,false,true
19-4003586,ggittislc,jhitschkelc,$9594.44,D,false,true,true
12-3851850,jusherwoodld,cyerbornld,$2803.05,B,true,true,true
77-7936481,rmattiassile,abacherle,$8972.99,D,false,true,false
52-0187100,cspaceylf,gkasmanlf,$6230.04,B,false,false,false
72-8766918,,,$1272.95,D,false,true,true
19-3669124,emullylh,jenokssonlh,$168.81,A,false,false,true
71-1202577,esloaneli,fcutridgeli,$5959.91,A,true,true,true
04-3531490,dbramhamlj,wridingslj,$3286.99,A,true,true,true
50-4349100,ggerrardlk,wtenmanlk,$6812.76,B,true,true,false
04-8396495,mdanelutll,,$2434.79,A,false,false,false
29-2421700,,mdimitrielm,$6745.13,A,true,false,true
80-5547113,slongcakeln,sscafeln,$9211.85,C,true,true,true
75-3681139,wgirodierlo,mabrahmovicilo,$3306.35,A,false,true,false
53-6990021,cgillhamlp,phedonlp,$9601.96,D,true,false,false
66-0132160,tabbeylq,kbuncomlq,$8427.20,A,true,true,false
27-3662475,mrushbrookelr,gfiddylr,$6144.09,B,true,true,false
38-9046626,,emeadusls,$5604.21,C,false,false,true
30-6721457,,mgolbournlt,$9630.43,C,false,true,true
82-0055163,asayelu,,$3431.24,B,false,false,true
90-6853326,,hfriberglv,$7906.97,A,true,false,true
57-8784914,lmarcieklw,tbasnettlw,$6490.64,C,true,true,false
80-9802738,scardosolx,,$9987.90,D,true,true,true
93-4360314,,afowlely,$201.60,D,true,true,true
54-4776899,ktoomeylz,mgamblinlz,$1416.99,B,true,false,false
42-9058110,,fdollimorem0,$4224.23,C,false,false,false
63-7104286,,pgurdonm1,$3667.83,B,false,false,false
57-2186863,ttrusem2,bdowngatem2,$1245.75,A,false,false,true
78-3176202,,msommerlandm3,$9619.05,D,true,true,false
84-0088615,,pchesnaym4,$348.89,C,true,false,true
07-7120638,jfoulserm5,nfewkesm5,$7829.25,C,true,false,true
85-4384906,vmullettm6,ajellicom6,$1712.40,A,false,false,true
17-8486043,sswadlingem7,dmuddimanm7,$6113.04,A,false,false,false
85-1378475,,bcolbym8,$891.62,D,true,true,true
89-3546754,rtroyesm9,amcgivenm9,$5271.55,D,false,true,false
33-2854730,adobererma,lbouldstridgema,$268.36,B,true,false,true
95-0836927,aperrettmb,kflecknellmb,$2512.22,B,true,false,true
25-6546573,tmacymc,edaleymc,$8721.36,A,false,false,true
89-5953929,,cblankenshipmd,$3714.72,C,true,false,true
79-9669543,,tdevorillme,$3785.71,B,false,true,true
42-7118092,owynettmf,bsargersonmf,$1027.09,B,true,false,true
18-9950840,mdebankemg,ctothermg,$9346.44,A,true,true,true
17-8765057,,jduganmh,$7792.75,C,false,false,false
47-1121548,,lbouldsmi,$2498.21,C,false,false,false
69-5352153,sfarriermj,sboullenmj,$1662.23,A,false,false,false
99-5938078,aellcockmk,scrawshaymk,$3185.12,D,false,true,false
21-5017480,,lkippaxml,$1831.73,A,true,false,false
58-2738056,karonowiczmm,oholmyardmm,$3574.27,B,true,false,false
36-6400285,,fmunseymn,$6785.35,D,true,true,false
84-2308371,flonglandmo,agissingmo,$4961.14,B,true,true,false
81-0194811,ibootesmp,cmewettmp,$7572.55,D,false,false,false
06-9563231,lzammittmq,hcricketmq,$9700.89,D,true,false,true
04-9297812,atooheymr,brickismr,$997.48,A,false,false,true
19-6694789,rgrinsdalems,cstickneyms,$3926.71,C,false,true,true
15-9692040,apedrollomt,lchesemt,$631.99,D,false,false,false
58-5168817,,ktookmu,$3960.35,B,false,false,true
20-0790020,bwaterdrinkermv,,$3496.93,C,false,true,true
31-5647547,amougeotmw,vmacillrickmw,$8364.30,C,false,false,false
25-8921706,,dkochlinmx,$6466.77,C,false,false,true
99-7962166,mtrahmelmy,cgoldiemy,$2592.56,A,true,true,false
65-9142895,,chalymz,$2990.01,D,true,true,true
31-4862615,tvaenn0,bbirtlesn0,$8718.32,A,true,true,true
89-9384897,,ctimmesn1,$1798.58,A,true,true,true
68-4841010,abeirnen2,arawlesn2,$302.49,A,false,true,true
87-8862693,jockendonn3,dfiermann3,$924.18,A,false,false,true
85-7963535,fbinionn4,lteresen4,$6600.33,B,false,true,false
77-9727866,fbloomern5,jsivilln5,$2894.47,D,true,true,false
47-6889400,,bfoystonn6,$4551.87,C,false,false,false
78-9282437,hdignalln7,qcaltunn7,$6537.77,D,true,true,true
59-7198170,csargoodn8,,$4292.22,D,false,false,false
84-9494699,fsokilln9,ecircuitn9,$8383.58,C,false,true,true
84-3173566,clattinna,cdrinkelna,$5022.22,B,true,false,false
41-0272040,,,$3123.90,D,false,true,true
60-2332624,amasonc,gyatesnc,$8024.21,D,false,false,false
61-6652046,pguessnd,,$6280.44,A,true,false,true
37-1636312,jgerrensne,sgeevesne,$7507.16,A,false,false,true
16-3784880,escrinagenf,tdegiorgionf,$2509.78,B,false,false,false
16-8204962,,dmcgilvrayng,$4893.13,D,true,true,true
66-1787173,sranscombenh,esurcombenh,$7990.17,B,true,false,true
64-0090246,,mlardezni,$6479.81,B,false,false,false
16-9639218,,cchaveynj,$3784.20,B,false,false,true
32-0813382,,,$800.26,B,true,false,false
83-7889985,cgatsbynl,bboddnl,$3496.95,B,true,false,false
69-0611209,,jkitchennm,$3479.62,A,true,true,false
74-9716911,,,$2869.75,A,true,false,true
50-7368903,ialbenno,alarcierno,$3904.16,A,true,true,true
25-4784858,vmccererynp,rwalkernp,$792.54,C,true,true,true
15-3772519,lcashamnq,,$7570.83,A,false,false,true
36-7128399,,cmothersdalenr,$6459.77,C,true,true,true
06-1898561,nzorzonins,jfieldstonens,$6650.28,D,false,true,true
84-6025108,eduignannt,cilyuninnt,$1937.90,B,false,false,false
81-3151168,,,$3991.88,C,false,false,true
43-6463014,mphliponnv,acowwellnv,$3426.63,A,true,false,false
50-3299653,,rmoncreiffnw,$9916.47,C,true,false,false
50-7785621,bdowersnx,tcerronx,$9377.90,C,true,false,true
27-0510336,rjarreltny,,$736.46,A,true,true,true
19-3877233,apollettnz,dquakleynz,$1340.47,A,true,true,true
91-3748842,vdomesdayo0,mgaydeno0,$933.86,B,true,true,false
95-4396886,bbrewetto1,bgooderedo1,$7692.07,A,false,true,true
10-6467408,,vlerwayo2,$987.70,D,false,false,true
57-1462875,,cvelarealo3,$8995.26,D,false,true,true
30-4148453,,,$5512.37,C,false,true,false
40-4795913,kparsleyo5,mpolando5,$4598.24,D,true,true,false
22-7925973,cgreasono6,otremontanao6,$7319.03,A,false,false,false
31-3315927,aangeloo7,twinfredo7,$3332.22,C,true,true,true
53-7949135,apaolinellio8,cbiggino8,$9139.52,A,false,false,false
93-4819291,enichollo9,eroblino9,$8821.50,D,true,true,true
53-3748097,awemesoa,rtoppoa,$8183.83,A,true,true,false
06-0872434,gtownbyob,dtaltonob,$3040.45,A,false,false,true
88-7641388,kjuliffoc,srolesoc,$6617.70,D,false,true,false
74-4829821,byerrallod,ckettleod,$6905.99,D,true,true,true
20-4215431,tshouleroe,bbarcaoe,$3589.68,A,false,false,false
73-5001260,,bnesterovof,$4040.21,C,false,false,true
28-2972239,kkolodziejog,cnawtonog,$9925.71,C,true,true,false
11-0738738,mreedayoh,arissenoh,$1560.47,A,false,true,false
