ID,Name,Category,Salary,Count,Price
26-9048444,Barnebas Cordet,D,$782.09,46,$2.59
37-9929909,Ralf Camilio,A,$178.40,22,$8.98
25-0443318,Dolores Fox,A,$719.75,43,$4.08
63-8812903,Kara-lynn Hartland,B,$760.17,11,$32.95
12-2947211,Shawn Gomm,B,$814.94,48,$30.29
77-3134300,Carena Gittus,C,$816.25,6,$11.83
01-2177101,Rey Bertelet,C,$385.13,16,$29.56
35-0135166,Merill Misk,B,$316.13,45,$25.73
27-0242925,Gavan Petzold,A,$786.41,48,$22.92
49-2376629,Mahalia Jean,A,$563.26,31,$21.69
25-9632514,Chlo Champkin,D,$256.05,16,$36.85
94-4850828,Rowan MacConnell,B,$757.24,35,$2.38
12-2789636,Tonya Tabourin,A,$468.56,22,$37.22
07-1348328,Vonnie Hidderley,A,$234.57,22,$40.54
30-6223676,Haslett Norcock,A,$634.39,12,$31.25
45-3420795,Virginie Calcutt,D,$134.83,34,$9.96
99-3611450,Dotti Calender,A,$273.80,20,$3.10
18-8342591,Vernice Dinsell,D,$100.04,49,$29.06
06-6663033,Tammi Stoppe,,$518.11,2,$2.57
01-8434213,Lonny Nieass,A,$305.51,48,$19.46
16-4087663,Glynn Lorrain,C,$304.29,14,$48.04
10-3791395,Kit Marham,A,$582.25,4,$43.77
81-9976197,Jimmy Stileman,C,$855.19,46,$7.26
27-4383684,Jennee Pennigar,A,$207.49,2,$41.39
38-4237003,Hilde Gricewood,B,$181.64,15,$34.01
18-6204314,Susette Stallan,A,$308.11,40,$38.25
99-7799269,Brandice Greave,,$861.08,45,$24.85
38-6437001,Adrianna Dietz,B,$343.30,13,$14.42
86-0359325,Gian Trulocke,B,$294.87,24,$6.97
82-0955560,Ebba Frazer,D,$136.73,28,$42.34
09-0285145,Farrel Sanham,D,$792.73,41,$15.54
43-2329073,Felizio Serck,D,$144.95,26,$27.06
37-0437351,Kris Binner,D,$634.89,5,$46.45
48-2969505,Adora Docksey,B,$559.74,20,$42.90
99-3390936,Keeley Bedells,,$986.11,18,$19.85
90-0608122,Milicent Karpets,C,$422.89,11,$21.01
25-0754759,Brenda Vasyanin,A,$156.04,6,$49.11
02-1295474,Sampson Secombe,,$412.23,17,$43.63
55-5900781,Brig Frediani,A,$905.41,37,$44.24
18-3726864,Elita Ovens,B,$274.26,34,$48.69
89-7216985,Ellissa Gill,C,$158.47,46,$30.68
83-0307946,Coralie Clougher,C,$472.95,2,$14.04
72-0541090,Ginelle Baume,C,$640.63,38,$28.40
58-0150691,Daile Keme,,$716.73,7,$37.09
11-5686975,Olivero Chantler,D,$684.45,36,$1.10
43-9313992,Ruth Pudsey,C,$605.25,9,$16.31
19-2472335,Constanta Guidoni,,$703.01,26,$40.05
03-8020693,Walt Blood,C,$671.30,7,$3.35
19-1991067,Gwen Donaway,C,$425.83,32,$43.49
34-6992402,Reeta Berkowitz,D,$614.87,8,$43.42
83-8917561,Annecorinne MacPaden,C,$634.29,21,$48.14
82-9272906,Bjorn Dobie,D,$204.51,12,$45.58
87-5016592,Meryl McAulay,,$363.72,30,$3.81
60-2762521,Carl Larham,,$207.20,33,$2.98
25-5979876,Pris Bohills,A,$648.17,31,$12.93
32-4237781,Mitzi Bisp,A,$299.42,27,$26.71
76-3609269,Gerladina Carrabott,D,$937.52,9,$39.52
76-7855720,Gustavo Vasyukhin,,$708.72,30,$45.69
69-0365590,Austin Goathrop,D,$747.21,39,$16.21
78-4234140,Reade Urion,B,$917.60,11,$15.78
22-6134079,Corenda Ixor,A,$223.38,28,$1.42
03-8467799,Rinaldo Spinke,C,$788.07,39,$13.54
63-9832582,Eddie Bussens,B,$318.18,21,$21.70
53-6844697,Viviene Hindhaugh,B,$918.98,32,$10.72
30-5266833,Burty Lainton,C,$287.34,7,$2.18
24-2648666,Bradley Chessor,C,$722.68,43,$46.60
61-4072260,Gnni Suddick,D,$208.21,7,$7.98
64-8866046,Cyndie Eads,D,$657.21,40,$10.37
23-5808311,Buck Raybould,D,$847.96,19,$44.61
00-8141048,Hali Cockshot,D,$860.71,10,$12.46
07-6836586,Malcolm Yitzhakof,B,$790.54,25,$20.00
88-6145288,Rodney Devany,C,$856.40,33,$21.10
66-4833289,Chantal Archdeacon,A,$805.63,1,$25.23
16-7069958,Zacharia Ockwell,D,$800.08,4,$37.79
57-6018471,Nari Bedells,C,$664.56,47,$10.16
87-6307619,Clarie Proppers,A,$336.88,25,$2.09
02-8408190,Trula Shepcutt,D,$252.10,20,$14.52
07-0708616,Syd Fawlkes,C,$237.12,24,$36.58
39-2586889,Ardys Lisamore,B,$175.40,32,$36.64
77-2743973,Eugenius Ingraham,A,$259.23,44,$29.73
37-2578348,Beverley Crollman,C,$134.77,22,$39.02
34-3347550,Elladine Fabri,D,$285.50,42,$33.95
92-3491150,Shalna Matzeitis,A,$787.58,18,$27.47
87-8984479,Inna Wimmer,A,$444.78,24,$24.46
92-7686545,Allan Camis,D,$473.94,24,$26.93
46-9934634,Morgen Branton,D,$323.78,32,$18.35
86-0508757,Laurette O'Connell,A,$513.63,23,$38.62
62-9157561,Brod Popham,A,$926.22,32,$36.73
61-8641689,Lynette Heineke,B,$843.74,35,$9.00
18-6473766,Corabel Ashwood,A,$484.77,6,$24.69
24-2904323,Polly Le Moucheux,A,$215.35,9,$25.24
70-5416026,Rose Trout,,$844.96,31,$27.65
20-9987541,Zachery While,D,$285.10,25,$37.81
79-7229500,Fons Jopp,B,$779.70,7,$45.71
30-4923543,Ursola Hearn,D,$928.19,24,$43.88
23-0811978,Abra Caine,C,$711.98,19,$43.80
13-3159081,Thorsten Itzcovich,A,$231.28,41,$20.66
36-8560227,Esme De Moreno,A,$523.74,26,$32.95
29-3948606,Kellina Dudding,D,$386.69,23,$22.44
46-9954439,Sherye Spinas,D,$503.24,29,$11.32
32-9972399,Aube Connichie,A,$284.26,13,$8.89
41-1349779,Nettle Gitthouse,D,$298.36,25,$1.35
46-1595230,Daune Betjeman,D,$480.95,36,$29.73
96-8041022,Lanny Booton,C,$586.74,23,$7.25
03-6951625,Glenn Hedditch,B,$629.73,29,$5.74
13-4875987,Sutherland Perche,D,$993.72,42,$10.26
99-5210670,Barrie Frenzl,D,$133.74,18,$16.71
32-6358022,Corbett Basnett,D,$130.39,9,$34.30
35-4717388,Hyacinth Dorrins,C,$182.16,36,$32.93
69-0351429,Helsa Kelshaw,B,$867.70,22,$8.36
32-1634404,Sadie Klyn,D,$466.72,40,$41.88
94-8245732,Wilek Busswell,C,$155.05,24,$44.11
57-9187123,Debor Diehn,B,$898.18,14,$49.24
21-0494494,Fanya Nann,B,$694.66,9,$47.98
47-5474254,Fabe Brockway,,$360.06,26,$45.52
04-6222779,Ursulina Biddle,C,$399.96,16,$24.96
73-7550074,Roxine Hamerton,A,$512.38,26,$36.19
31-2179085,Dame Holtham,A,$924.10,48,$46.58
60-7412057,Colman Atterbury,A,$995.44,16,$15.10
46-9811330,Barty Fishly,D,$776.58,32,$19.32
37-6582600,Domingo Hillaby,B,$769.85,2,$39.00
15-0438019,Smith Le Blond,C,$496.63,41,$39.25
89-7004783,Daisey McTrusty,B,$658.00,50,$30.22
19-8661538,Delano McHarry,D,$906.40,18,$2.32
13-9784836,Del Colgan,,$910.55,3,$2.56
75-1156765,Lynea Yonge,A,$857.74,30,$9.77
12-3908882,Venita Georges,C,$351.14,39,$36.37
54-4041673,Wainwright Aulsford,A,$873.73,9,$42.60
48-7960081,Ives O' Clovan,D,$448.74,31,$24.79
29-8898333,Royal McQueen,D,$187.69,46,$2.82
94-2840396,Ramonda Nourse,A,$639.72,7,$12.31
06-7516362,Melvyn Duffin,B,$188.37,33,$19.23
96-7378757,Arlene Marsie,D,$343.78,27,$34.96
51-8125921,Reade Willimott,A,$352.89,26,$26.42
15-5844344,Erminia Sprionghall,D,$559.27,40,$33.26
08-8465741,Jolee Flounders,C,$742.14,28,$37.10
55-0014964,Aeriel Haigh,,$584.33,7,$28.10
52-2785179,Dannie Spelman,A,$615.85,26,$5.23
13-6087676,Fulton Menico,A,$778.62,39,$34.98
67-0416514,Monty Unsworth,A,$955.02,16,$2.59
98-8371596,Del Jerromes,D,$445.86,33,$48.68
82-2653744,Cymbre Amos,A,$121.10,13,$10.60
55-6147598,Kile Danahar,B,$791.21,48,$11.51
22-7117699,Nate Elderidge,C,$678.94,48,$39.54
61-4687974,Kliment Larman,D,$865.78,10,$21.05
41-2792470,Yettie Szymanowicz,A,$964.76,8,$10.76
09-1915870,Cullie Forsaith,,$267.94,38,$6.20
13-3924999,Aubert Rollings,A,$408.76,16,$4.50
88-2904399,Enrico Preshaw,B,$166.82,24,$43.89
51-2073768,Melly Blamphin,A,$456.88,31,$26.37
55-8097906,Starr Morgans,D,$673.28,18,$6.93
68-9093351,Lincoln Frizell,B,$565.08,35,$20.97
48-3488606,Howey Graver,,$788.07,30,$22.54
30-2904978,Melloney Hardman,B,$442.30,43,$13.17
78-9497638,Freda Chasmor,B,$437.12,16,$26.30
44-4967710,Mason O'Loinn,C,$438.15,48,$16.59
20-7925165,Royall Forrestor,B,$457.24,18,$45.71
64-6130097,Gizela Stoven,,$829.87,36,$28.61
34-7781857,Althea Lindwasser,,$115.55,45,$28.68
18-3312017,Kippar Gomar,B,$821.76,50,$40.94
98-5463120,Kathleen Kebbell,B,$115.47,27,$43.92
20-5986084,Anna-diane Moorhead,D,$102.19,1,$23.91
57-8640962,Kathe Feye,A,$470.70,18,$20.51
29-6070480,Rosie Legerton,A,$870.00,13,$24.68
85-8356354,Mohandas Hartley,D,$808.61,9,$32.46
35-7415599,Freedman Leechman,A,$148.58,15,$29.96
10-5852424,Noby Elph,A,$296.33,19,$10.43
76-0501805,Emili Willett,,$867.79,25,$24.84
07-7625144,Shea Van der Velde,,$461.50,24,$38.05
48-2932390,Faina Fugere,C,$477.72,15,$48.93
22-5575949,Myrtia Antczak,B,$699.59,42,$14.84
88-5397885,Hope Hedaux,C,$362.65,43,$39.22
17-0531244,Hilliard Masic,D,$600.36,41,$11.57
62-5073114,Joellen Downes,B,$986.00,8,$29.26
79-4282143,Marris Gaffey,B,$595.69,18,$33.36
56-2667109,Rozele Cullimore,C,$297.78,36,$44.43
59-9471676,Shep Lumby,D,$949.94,43,$32.74
97-5781682,Kellyann Dei,C,$696.87,24,$47.88
18-1388806,Jasmin Skatcher,B,$921.94,47,$31.42
05-6100559,Leanna Prene,A,$777.22,11,$49.09
58-3345442,Theodoric Iddenden,A,$344.36,15,$24.36
10-1548216,Sisile Mablestone,D,$974.14,5,$11.51
03-6913499,Zahara Blampied,C,$569.02,8,$2.15
14-7697997,Minta Eykelbosch,B,$375.87,37,$1.07
28-2780353,Gwen Kacheller,D,$783.35,23,$38.96
40-6589572,Lenore Mingo,A,$852.38,25,$38.59
66-3085812,Anabel Dunstone,C,$217.03,8,$39.91
88-7431236,Aleksandr Mogridge,D,$591.44,28,$36.36
07-7127138,My Younge,C,$352.45,14,$46.89
76-4380135,Rouvin Kinrade,A,$958.84,18,$4.83
49-5928640,Gaultiero MacUchadair,D,$382.97,18,$12.75
77-9712222,Bobby Chaim,D,$969.17,33,$16.53
89-4499954,Flossie Rex,A,$202.73,12,$2.26
15-0735338,Nathalia Hazeup,A,$437.97,43,$35.45
19-6599315,Sansone Hasslocher,,$351.63,31,$6.55
08-1084724,Kissee Buterton,,$738.22,25,$10.19
02-5474956,Cissiee Priddie,D,$428.92,26,$24.73
44-6818060,Consuela Marciek,A,$137.45,19,$40.28
33-9689327,Maitilde Hallick,A,$307.87,33,$2.28
02-7836616,Filia Gilham,A,$915.82,30,$31.77
78-6999839,Alexi Colombier,,$426.53,16,$8.62
32-3076934,Marchelle Haddington,A,$707.46,13,$46.69
04-4006777,Celine Laird,,$700.51,13,$24.22
85-2826401,Mickey Ashwin,C,$699.25,34,$20.27
12-5957981,Yvon Hannigane,D,$500.79,38,$27.07
99-5295233,Darda Juett,D,$335.99,48,$17.59
65-7660417,Josselyn Sandbrook,,$593.34,10,$19.85
41-4175753,Kevyn Gerrie,D,$520.75,40,$28.23
05-2900369,Orv Ruddin,C,$243.21,50,$17.07
01-3080396,Morly Lonsbrough,D,$869.61,20,$25.11
62-9952996,Elsi Reasun,A,$826.25,19,$5.81
14-3806747,Wayne Iwanczyk,D,$177.15,16,$17.61
38-1937379,Baillie Coveney,B,$952.98,27,$9.57
65-4333856,Mia Izkoveski,A,$672.15,30,$20.73
58-7464428,Nada Dict,C,$115.16,35,$33.65
88-9507693,Rooney Stinson,D,$451.37,39,$15.16
36-1523746,Timmi Berceros,A,$285.01,38,$35.88
76-3349070,Julio Scrimgeour,B,$851.82,22,$47.56
28-4913636,Hirsch Antonsen,B,$555.70,33,$13.29
21-8109011,Arabelle Cunningham,B,$959.74,8,$5.13
64-2015546,Tiphani Swire,C,$889.21,8,$27.64
11-5841669,Josias Paling,B,$647.08,20,$23.35
81-5778018,Aloise Crickmer,C,$920.11,8,$33.01
06-4600991,Sydel Dahlbom,D,$249.40,11,$27.72
20-1279678,Inigo Clowley,,$643.59,11,$32.40
17-7077136,Iosep Malter,A,$798.32,16,$37.09
95-1642623,Conn Coker,B,$517.54,7,$25.96
52-5905792,Olin McBeith,D,$141.25,24,$28.97
50-7427216,Grissel Spours,A,$558.05,28,$42.08
40-5439998,Adan Goodier,D,$785.28,26,$43.38
76-7242071,Husain Prewer,C,$608.26,5,$37.36
04-7093237,Etty Paprotny,A,$996.79,33,$24.83
19-2063091,Alidia Neilus,,$825.89,13,$46.42
68-6918640,Marianna Gurwood,B,$901.63,7,$36.19
35-6407446,Drud Slemmonds,A,$765.00,34,$28.36
84-8748743,Rufus Mc Gaughey,,$474.73,25,$10.74
56-5827254,Sib Borell,B,$426.68,21,$38.40
11-0626338,Emelia Ogers,A,$684.44,8,$35.86
98-5682906,Lorens Slowey,D,$171.73,20,$12.67
11-7383211,Lind Yurikov,B,$338.27,49,$38.20
12-3549862,Ainslie Johanssen,C,$365.54,4,$11.40
83-1912496,Isaac Driffill,D,$271.40,27,$16.68
10-7759240,Catrina Pritty,B,$842.18,31,$12.85
24-0224422,Britni Dickerson,A,$806.27,24,$43.79
70-3733189,Jody Chooter,B,$472.08,13,$23.00
78-1079005,Chloe Hancorn,A,$262.10,29,$38.73
69-3257545,Padraig Heggison,A,$991.74,34,$21.41
34-8582327,Caritta Wegner,A,$587.72,49,$26.80
61-6822739,Shayna Johantges,D,$346.98,1,$8.72
03-6427059,Aubrette Duigenan,C,$813.83,18,$15.46
44-5906853,Priscilla Libri,B,$684.52,22,$47.89
51-1829743,Darnell Hentze,D,$571.45,18,$36.83
50-5676509,Noll Haestier,D,$812.99,47,$47.59
35-3563647,Lisa Swancott,B,$321.13,10,$14.55
06-4281695,Steffen MacCartan,A,$116.44,25,$4.72
80-7402272,Mireielle Wordington,B,$700.88,30,$25.87
98-4108352,Bella Sparke,C,$703.91,21,$19.01
41-5482284,Virgil Yurivtsev,B,$871.66,47,$37.97
11-6790998,Jandy Harme,C,$297.64,33,$6.11
84-7173604,Morna Braithwait,B,$663.50,15,$47.67
72-3906646,Osborn O'Hingerty,D,$325.64,10,$48.91
77-0544332,Devina Carlsson,C,$315.29,16,$16.21
58-9658946,Sinclare McPhater,A,$654.30,18,$8.72
82-7651520,Olwen De Mars,,$356.93,36,$44.70
63-6796075,Sibyl Pidduck,D,$819.72,38,$25.82
37-1436366,Standford Piechnik,,$860.66,6,$10.07
50-6555933,Wilburt Wilde,B,$436.35,26,$34.87
80-9202497,Hercule Heak,C,$776.79,16,$9.21
34-6560801,Petrina Dunlop,A,$545.38,16,$30.47
04-0080427,Xymenes Cossar,A,$616.02,5,$16.41
11-7185138,Barbi Bottomer,A,$328.13,15,$30.42
91-6752766,Vinni Dillamore,B,$291.27,17,$39.71
94-2919416,Rakel Beasleigh,A,$610.88,12,$34.61
60-0187742,Carline McCrone,D,$183.59,30,$48.51
84-8179759,Fanchette Liddon,A,$411.22,10,$49.65
22-3329198,Kinsley Pendrigh,B,$852.87,44,$13.87
13-7384501,Perry Bodill,D,$951.25,5,$43.88
60-8650704,Clio Silwood,C,$791.91,35,$19.63
87-9889475,Huberto Heazel,A,$170.25,16,$21.35
84-9391980,Zorine Todhunter,C,$968.47,34,$46.74
65-9487495,Mignon Bosher,A,$971.64,44,$38.97
90-7377603,Inness Tilt,D,$255.40,29,$19.54
07-2183324,Sally Skells,D,$337.38,15,$8.39
32-5202172,Karil Martina,A,$206.53,41,$27.88
78-6481480,Lorena Bransden,C,$881.47,34,$39.81
34-8750685,Frederik Matuszyk,A,$255.93,17,$14.99
22-3328817,Cordy Curedale,A,$505.14,11,$30.65
47-8060840,Minna Kemmish,A,$662.56,24,$2.09
71-7553844,Carlina Dohr,C,$138.61,42,$28.52
34-8964716,Ardene Pautard,B,$159.63,48,$5.01
44-4538141,Morty Meace,B,$989.87,48,$36.23
26-4621578,Rasla Sollam,,$736.56,35,$35.32
33-3520380,Shayla Densham,C,$145.08,47,$31.12
87-4590332,Cori Valentine,A,$673.76,13,$1.54
59-7943836,Rakel Oldfield-Cherry,A,$849.12,28,$49.69
11-6997484,Ulysses Goscar,D,$491.46,15,$9.06
44-5474304,Cass Bucklan,,$184.43,33,$3.22
91-2717324,Laurice Gerardet,A,$322.92,38,$11.90
14-2993990,Norah Lyokhin,,$583.50,40,$13.97
57-0143876,Rubie Burgane,C,$608.66,28,$21.62
57-4107901,Ferrel Pobjoy,B,$901.41,8,$31.95
08-4027973,Adolf Heistermann,C,$695.43,48,$41.29
70-1067398,Stefano Haney,C,$922.14,29,$25.24
96-5989536,Fremont Tuxill,B,$497.94,11,$20.65
56-7506016,Barn Darragon,A,$950.81,11,$6.14
31-5128002,Elwyn McShea,A,$775.64,37,$8.01
69-3911221,Levi Hallawell,B,$342.62,6,$6.05
48-6396993,Roby Pearch,C,$613.59,27,$38.01
82-4998661,Harley Polly,A,$691.76,4,$47.45
63-9189220,Reynolds Corteney,B,$537.24,47,$45.70
65-0933491,Roger Le Monnier,A,$278.02,30,$42.05
18-0350968,Patton Gosnall,C,$140.25,35,$37.68
67-9445122,Juliet Uglow,D,$342.31,17,$50.00
60-5714755,Brigham Brumby,C,$482.83,35,$17.52
58-9851660,Cynthie Lidstone,C,$993.72,13,$39.61
07-1974937,Adolph Sams,B,$919.63,40,$12.82
19-3382079,Daven Charters,B,$925.61,33,$30.88
97-5035634,Jessie Iwanowski,,$217.60,48,$2.04
33-6071992,Janet Clementet,A,$827.95,10,$34.09
02-8294916,Clara Hyland,D,$784.52,26,$49.78
71-1546385,Dynah Shirlaw,,$288.18,27,$9.69
33-0028739,Estrellita Ravenhill,D,$128.92,41,$10.99
90-7483106,Kissie Akram,D,$551.24,23,$42.39
98-0231035,Tildie Hasnney,D,$298.60,33,$45.42
78-3558880,Peggie Ingerith,C,$770.85,21,$49.91
82-3085018,Brett Sharvell,B,$149.10,26,$9.96
98-8006002,Thurstan Rapson,,$495.57,33,$5.39
85-4244099,Hamlin Heinl,C,$196.31,6,$42.33
55-2588054,Alonso Toffoletto,D,$972.09,36,$42.04
89-1579598,Jonas Overington,,$713.90,11,$7.47
38-0635488,Jarred Scottrell,D,$477.50,12,$16.90
65-2792998,Haily Sedge,,$368.63,43,$27.87
69-9761164,Jodee Rendell,C,$887.89,33,$15.41
69-6012512,Douglass Cranstone,,$445.76,10,$15.97
46-0776508,Barnett Zwicker,C,$145.04,6,$19.33
23-3269030,Jeana Bessom,,$805.71,29,$45.96
59-6313921,Misti Godley,C,$671.95,34,$7.82
38-9223872,Juliann Bonnett,B,$107.52,6,$28.46
66-1005766,Oona Reddle,C,$582.37,12,$31.95
87-5400262,Keelia Pfaff,B,$357.86,14,$33.08
34-8392603,Aurelie De Ambrosi,D,$725.15,29,$45.99
18-8703443,Nancee Phipp,D,$957.16,5,$35.15
75-9399134,Zorah Scotchmor,D,$740.37,43,$25.61
83-3185109,Julius Elmhurst,A,$726.40,41,$20.83
29-0950160,Fabian Downham,D,$607.32,15,$14.93
25-3791654,Tyson Durnford,D,$778.42,33,$4.73
34-2646430,Stephenie Pendre,A,$911.21,3,$44.76
43-3724042,Randal Tuttle,B,$296.49,8,$32.43
67-4574264,Debee Meneo,C,$612.88,33,$23.96
83-7638664,Ramonda Trotter,B,$267.28,35,$41.58
12-1734847,Maybelle Fumagalli,D,$589.74,21,$25.72
00-7731516,Dorita Tighe,,$989.41,16,$44.99
08-0980634,Ilka Goggins,B,$914.60,34,$9.63
98-0598967,Kamilah Snelgrove,,$205.09,31,$40.59
67-9516070,Ariadne Wilcox,A,$353.28,2,$20.31
81-6608577,Renault De Gregario,B,$685.09,37,$16.84
23-5550840,Avril Dawkins,C,$394.76,41,$20.14
13-2957597,Anetta Vasilechko,,$209.01,30,$20.39
54-1003083,Ayn Gilchriest,,$582.52,49,$15.71
36-9206018,Eugenie Westraw,C,$713.09,12,$31.03
20-4712467,Megan Armsden,C,$600.99,10,$28.99
97-8981923,Maxy Solland,D,$113.94,14,$28.67
39-6893410,Clevie Baroch,B,$822.34,45,$19.97
64-6851215,Flint Curcher,B,$918.16,4,$25.44
80-0094331,Ruttger Lomas,A,$132.11,27,$45.41
47-9010967,Garth Wippermann,A,$326.57,2,$48.41
07-2922010,Nert Spear,,$503.05,12,$20.91
06-8319118,Benedetta Lars,C,$556.09,4,$34.85
64-5103644,Atlante Thaxton,B,$570.92,40,$32.45
89-8612416,Queenie Sabin,B,$390.21,5,$27.17
07-6275474,Bartlett Lindfors,C,$438.17,1,$20.69
86-3353766,Hashim Wolfers,B,$833.39,4,$47.39
49-6020868,Viva Gifkins,A,$675.50,11,$23.92
63-2933355,Mikol Schettini,,$892.89,41,$19.66
60-8936850,Rudolfo Atwill,B,$657.42,15,$40.08
21-3593453,Pepillo Style,D,$314.77,39,$18.30
42-2673331,Brendon Pundy,C,$561.87,7,$41.94
76-0030008,Julie Croyser,B,$173.08,17,$45.83
50-6262948,Stillman Toppin,B,$483.38,17,$21.22
37-0627997,Vern Phillcock,C,$105.49,35,$42.99
34-4776963,Helena Fowden,B,$402.93,45,$30.75
91-4041471,Gilemette Salsbury,A,$686.81,1,$5.44
62-1550291,Jami Overington,B,$603.23,6,$12.42
86-5050851,Leicester Massei,C,$433.66,46,$46.27
83-6814125,Bartolomeo Reisin,D,$747.36,42,$35.62
13-4542799,Joseph Selbie,A,$558.73,26,$34.49
86-4342851,Franzen Pottinger,C,$605.51,16,$38.04
06-1299542,Thoma Muscott,A,$788.27,46,$13.33
85-6308383,Nita Elvish,C,$789.35,5,$23.08
61-2590596,Inge Mordue,D,$936.14,31,$39.75
72-2292352,Cherise Pyner,A,$258.58,39,$12.32
58-3318172,Ddene Matzen,A,$182.92,15,$17.65
08-0186350,Yuma Middleweek,D,$138.52,40,$35.90
73-5941330,Alfreda Petracco,B,$845.17,42,$31.24
06-3678730,Yanaton Bleackly,C,$539.12,44,$32.90
71-4735598,Willdon Siddon,D,$397.42,43,$29.64
54-6455893,Laurene Giraudeau,B,$929.74,39,$10.25
98-8650807,Bill Wong,A,$762.79,8,$13.29
49-0492573,Laura Obispo,C,$542.47,19,$12.80
00-0554323,Ailee Hillitt,C,$281.18,1,$38.12
07-3085229,Leonardo Janaszewski,,$575.15,23,$26.45
03-9906072,Melissa Nealey,D,$130.47,2,$39.75
57-0790278,Teddie St Angel,,$334.94,4,$16.28
45-5399440,Coretta Betser,,$520.97,37,$39.30
58-2450798,Conny Treace,A,$604.29,14,$44.40
32-6936653,Holden Harget,C,$468.41,10,$10.82
64-6276232,Josi Joan,D,$151.74,6,$20.52
43-3317031,Nickie Joney,C,$836.91,6,$48.62
82-3007624,Nichol Joll,D,$496.09,31,$47.91
68-1136095,Ozzie Acheson,C,$665.10,27,$25.70
88-0528742,Rob Castellini,C,$431.94,38,$3.80
04-2535920,Riva Ellerman,B,$173.83,12,$18.15
35-4397896,Fawn Shyre,D,$273.66,47,$43.40
70-8427646,Valeda Sibbe,C,$949.85,6,$33.53
87-5695173,Celestia Machel,C,$379.20,49,$13.88
65-1893199,Ruthi Napier,D,$537.49,45,$11.37
21-5026870,Emlynn Golton,B,$352.81,2,$31.64
48-9951738,Geneva Milesap,B,$478.35,6,$18.44
86-7571213,Edy Dulin,D,$438.54,45,$47.06
32-8428614,Adler Sibbet,A,$628.10,8,$40.66
54-3229250,Suki McPhate,C,$918.40,36,$38.33
12-5027179,Kaine Shelper,D,$750.11,28,$29.08
78-1638054,Kareem Peachment,D,$197.37,20,$14.86
89-6504235,Glynnis Sadry,A,$870.60,4,$48.25
58-3328607,Bogart Boate,C,$379.34,6,$10.09
63-8827966,Cheslie Athersmith,D,$495.11,4,$3.40
48-8510552,Aeriel Hopfer,,$155.09,12,$27.56
34-1602778,Tony Bagster,B,$687.77,15,$7.67
54-2770159,Henrietta Giacomini,D,$327.78,1,$41.18
01-4305151,Xylia Yakubowicz,A,$475.52,26,$41.99
42-4251741,Sandy Helgass,B,$806.53,3,$34.57
07-2925772,Pammy Dineen,A,$665.20,40,$15.50
74-5062227,Timi Mebes,B,$306.35,42,$7.59
64-6491539,Harry Casse,B,$607.34,13,$12.62
20-2931648,Charin Causby,B,$623.66,40,$14.31
24-8401294,Teirtza Wellan,B,$793.20,27,$8.90
74-5523555,Tammie Thomann,D,$594.90,18,$6.86
24-6684265,Christiane Ort,A,$577.31,33,$43.57
11-1913745,Sybyl Sivill,A,$327.28,18,$13.64
78-8916156,Tedd Popland,,$498.13,28,$4.64
02-2350168,Kaile Molohan,C,$752.92,34,$33.75
14-6413369,Torey McVrone,C,$468.04,35,$39.88
93-1422390,Lavena Priestnall,,$914.26,1,$37.66
32-4878010,Corinne Notti,C,$394.33,21,$30.38
45-9218511,Farlie Harcase,B,$543.40,25,$20.08
83-1998929,Clement Maryott,D,$595.39,20,$2.10
35-3173397,Wilton Britian,A,$240.16,10,$13.21
12-4081053,Pamela Warsap,D,$659.92,21,$22.00
12-5642361,Harriet Hoggin,D,$671.76,5,$49.67
49-8034940,Ives Kulvear,C,$376.89,3,$49.82
16-5180936,Josi Tungay,A,$217.92,3,$39.93
89-0420126,Rennie Tyres,A,$320.85,25,$14.33
49-5512075,Merline Leppard,C,$382.14,3,$28.75
56-1921400,Germana Dampier,A,$121.50,10,$44.29
22-5777596,Lottie Attock,D,$353.07,42,$38.51
42-5544381,Kanya Columbine,D,$258.21,2,$45.94
50-3533180,Tabor Mirfield,A,$667.24,50,$32.78
81-5128937,Lurline Goodings,A,$320.84,2,$40.76
22-9714000,Neda Borthram,A,$334.05,45,$25.56
72-4904930,Chadd Gorse,C,$151.35,14,$39.62
03-0036772,Sigismund Hucker,B,$899.73,24,$30.02
38-0430363,Ginger Wankel,A,$803.43,1,$22.97
56-9397798,Faun Lindgren,B,$102.74,47,$26.53
82-0931268,Bear Bangley,C,$655.16,29,$3.35
62-2636016,Adams Ivanonko,C,$900.04,38,$38.26
13-6487808,Aeriel Spillane,A,$610.81,2,$20.85
91-5254913,Kirsten Lawn,C,$293.66,41,$22.41
10-0843544,Garfield Dubery,D,$112.18,20,$20.67
70-5551277,Judy Lowre,C,$338.60,23,$44.12
95-4550608,Gianna Jaumet,A,$865.25,41,$16.80
62-2035712,Evered Newick,C,$986.28,47,$7.53
61-0057699,Eugenia Hadden,A,$801.92,6,$11.90
53-4919107,Easter Greed,B,$350.56,8,$1.42
70-6407422,Chane Stert,B,$883.18,33,$1.07
22-1023088,Lacee Venditti,B,$257.11,13,$44.48
49-4378666,Ruperto Jurewicz,C,$924.26,35,$47.81
40-8232043,Carrol Bowen,B,$544.42,28,$35.81
41-4481871,Karin Abazi,D,$675.17,8,$23.84
03-3818524,Noelle Gleadhell,B,$847.02,25,$8.55
79-3905182,Rutledge Newe,,$402.29,23,$11.21
