ID,Fname,Lname,Department,Money,HasDiploma
16-3767427,Annissa,Wibberley,программисты,$93092.68,true
81-7898126,Jard,McQuorkell,инженеры,$17993.36,false
71-2949250,Lacie,Marfield,инженеры,$53238.71,true
50-1534126,Sallyanne,Holyland,программисты,$4941.20,true
24-7207992,Juliann,Hinchon,бухгалтеры,$67020.76,true
55-1424166,Helli,Langlois,инженеры,$32733.58,true
87-4920167,Jaime,Allcoat,инженеры,$86443.75,true
72-2696254,Emmy,Yakubov,инженеры,$11711.04,false
68-2256400,Raff,Lomasney,инженеры,$12495.13,false
96-1278853,Latrina,Bushel,программисты,$78692.64,true
74-3350102,Sadye,Gillion,программисты,$96499.17,false
83-9644142,Merissa,Sams,инженеры,$32288.66,false
18-0311034,Trevar,Heinz,программисты,$18545.30,false
65-5468736,Teddie,Ketteman,программисты,$28294.27,true
20-3690283,Mauricio,Maymand,бухгалтеры,$13567.07,false
31-6165120,Farlee,Evill,инженеры,$53738.11,true
82-0663940,Libbie,Leftley,программисты,$31044.40,false
87-3036847,Alanson,Burgett,бухгалтеры,$43938.48,true
32-2553617,Vernen,Felmingham,программисты,$98545.95,true
46-5533604,Benjy,Mutlow,программисты,$46388.51,false
68-2317251,Marlee,Schulke,бухгалтеры,$28126.48,false
81-4921399,Demott,Oade,инженеры,$47256.82,true
27-4548241,Aeriell,Valeri,бухгалтеры,$28136.15,false
38-1750794,Tiphany,Haskew,инженеры,$93588.32,true
88-7830203,Noami,Haddon,программисты,$73776.90,false
76-8212001,Daven,Ambrogelli,инженеры,$32522.70,true
53-5839688,Nadean,Ayllett,программисты,$71154.71,true
09-9588628,Isidoro,Shitliff,инженеры,$52754.83,false
04-8706219,Nollie,Bilsborrow,программисты,$90153.79,true
74-3426653,Jerrome,Penniell,бухгалтеры,$28461.27,true
32-6151515,Bess,Cambling,инженеры,$33302.22,true
41-7167964,Stanfield,Llewhellin,программисты,$91386.00,false
45-1115214,Lindy,Troth,инженеры,$61401.05,false
12-0435235,Mireille,Hartegan,инженеры,$43597.29,false
29-1032261,Samantha,Scanes,программисты,$32130.36,true
78-3064583,Dwain,Rodriguez,инженеры,$34136.83,true
70-8416172,Ciel,Mundwell,бухгалтеры,$68707.23,true
51-3769534,Ingmar,Fulger,инженеры,$43234.02,true
14-9630099,Thaine,Knowles,программисты,$57064.13,false
33-8853384,Larina,Frankom,программисты,$7095.32,true
92-4297452,Dory,Goodfellow,бухгалтеры,$97718.36,false
94-3716205,Alvan,MacCaughey,бухгалтеры,$76640.68,false
53-0265994,Fara,Enderle,инженеры,$7887.33,true
72-1535532,Norene,Brolechan,инженеры,$72335.48,false
11-2184358,Lela,Adrienne,инженеры,$73314.56,false
64-0970653,Gussi,Slide,программисты,$6885.60,true
97-1232745,Jefferey,Gegg,бухгалтеры,$58284.62,true
88-4681437,Allsun,Boxen,инженеры,$42578.77,true
14-3015160,Tiphanie,Braban,бухгалтеры,$22289.86,true
99-3311826,Trudy,Sans,инженеры,$31480.07,true
57-1223783,Ade,Bugg,бухгалтеры,$49504.10,false
82-9254739,Norton,Janos,инженеры,$23764.86,false
35-6698405,Tanney,Epton,бухгалтеры,$38460.26,false
03-6087948,Evelina,Jentet,программисты,$74306.98,false
93-5292876,Korie,Handasyde,инженеры,$14159.92,false
73-6570398,Adina,Mashal,программисты,$36238.61,true
76-6402554,Welch,Cancellieri,бухгалтеры,$4930.93,false
01-1692281,Olivie,Bolus,программисты,$37711.83,false
87-4654870,Arlan,O' Meara,программисты,$61467.36,true
70-0390530,Blake,Tesh,бухгалтеры,$54346.62,false
84-1225039,Flss,McEvon,инженеры,$18834.16,false
61-2155481,Goldi,Etchell,инженеры,$56185.83,true
04-6827857,Francesco,Tomkowicz,бухгалтеры,$63367.41,false
17-3651249,Sonny,Cawthron,бухгалтеры,$3211.45,true
14-3164704,Berton,Malloy,инженеры,$35203.96,true
99-1163164,Noel,Harvard,инженеры,$7428.96,true
83-5029897,Bail,Kirkbride,инженеры,$70380.08,false
71-0504483,Stace,Smeal,программисты,$13272.17,false
69-7238828,Xenia,Potzold,программисты,$61672.25,false
46-4071052,Lemmie,Broune,программисты,$23094.21,true
56-8788145,Eustacia,Pawle,программисты,$97836.45,true
78-3032174,Witty,Bathowe,инженеры,$7598.23,false
88-8928262,Juliann,Whitney,инженеры,$36535.44,false
73-0857654,Augustus,Kalderon,программисты,$10659.13,false
33-5865396,Leonid,Brosi,инженеры,$95022.54,false
86-9088372,Willamina,Thame,программисты,$28586.56,false
69-6771033,Davidson,Vogeller,бухгалтеры,$50046.00,true
27-4363760,Ezekiel,Beardwood,бухгалтеры,$49117.83,true
51-1098508,Kassia,Gethings,бухгалтеры,$46395.65,true
04-9067783,Sayre,Scannell,программисты,$84379.62,false
06-6029121,Nilson,Gilleon,инженеры,$34370.05,false
24-5492465,Dean,Doniso,программисты,$13921.55,true
50-4999485,Rafaela,Succamore,программисты,$8354.19,false
82-5946354,Violet,Kernaghan,бухгалтеры,$69164.11,false
17-8479755,Esteban,Hawkey,программисты,$53872.65,true
46-3476011,Hugibert,Parratt,программисты,$76416.97,true
19-5642167,Merrill,Curson,бухгалтеры,$93454.29,false
83-9856554,Glyn,Chiene,бухгалтеры,$86256.39,true
63-1581055,Marlo,Ramos,бухгалтеры,$37930.00,true
55-1176092,Katlin,Hurran,бухгалтеры,$84840.65,true
12-3297424,Franny,Friary,бухгалтеры,$8463.05,false
77-5791204,Woodie,Belding,программисты,$30686.59,false
03-1234278,Lolita,Andersen,инженеры,$64468.05,false
08-1093704,Keslie,Vice,инженеры,$32352.93,false
56-0889806,Darnell,Durnian,программисты,$46410.69,false
51-4860738,Lionel,Papaccio,инженеры,$47204.27,true
83-4343469,Harlene,McComiskey,программисты,$54136.64,true
35-4331578,Loella,Pedri,программисты,$16687.55,false
12-9340027,Micheal,Sallenger,программисты,$8288.82,true
42-4343813,Marcie,Cappineer,бухгалтеры,$73677.12,true
98-8733823,Lockwood,McCourtie,программисты,$77607.80,true
38-6839373,Daloris,Pimm,инженеры,$21327.34,true
13-5573635,Colet,Khomin,бухгалтеры,$87129.39,false
47-5310878,Sidonia,Simioli,инженеры,$54693.13,true
93-3328810,Nikolaus,Styche,инженеры,$95120.40,false
74-2460012,Rees,Greenman,инженеры,$54894.46,true
44-6286831,Murdoch,Lindner,инженеры,$65900.29,false
30-4132280,Aleen,Hawtry,программисты,$8790.08,true
52-6409206,Susy,Trimnell,бухгалтеры,$86200.10,true
42-1664086,Thomas,Hearnah,инженеры,$2371.41,false
03-7007586,Cloris,Tummons,инженеры,$23609.24,true
75-2797564,Uriah,Clench,программисты,$25835.30,false
32-9321072,Abbey,Redan,инженеры,$7922.49,false
30-7244028,Cathi,Ferronier,бухгалтеры,$60932.25,true
10-8923742,Reade,Dunckley,бухгалтеры,$31639.73,true
53-3462074,Fowler,Pownall,программисты,$29135.21,true
50-3757713,Koo,Lindenfeld,программисты,$28219.04,false
48-7046034,Reynolds,Spilisy,программисты,$98108.95,false
30-7586590,Judye,Scuffham,программисты,$11810.62,false
19-1186671,Cly,Faireclough,бухгалтеры,$74141.51,true
46-6597876,Etheline,de la Valette Parisot,инженеры,$89329.19,true
11-4657621,Arel,O'Drought,программисты,$77200.40,false
38-5637012,Erminie,Gamlin,программисты,$60953.38,false
11-5060001,Lonni,Beese,программисты,$12365.64,false
21-3745731,Cinderella,Linner,бухгалтеры,$57073.74,true
26-7551887,Melantha,Dunstone,программисты,$68444.44,true
82-4700823,Les,Waddilove,инженеры,$31355.64,false
60-8078295,Andromache,Oxbie,инженеры,$47717.91,true
25-7380839,Mellisa,Sybbe,инженеры,$33874.11,true
24-5466753,Sena,McHale,инженеры,$90650.50,true
33-0393694,Zachery,Foulkes,программисты,$18487.22,true
57-6390382,Debra,Gorring,бухгалтеры,$82550.98,false
79-8591479,Hakim,Rowledge,бухгалтеры,$96798.15,true
27-5196263,Jude,Warret,инженеры,$9642.94,false
00-2919471,Nanette,Clappison,бухгалтеры,$13279.86,false
91-8089340,Ariadne,Aucoate,программисты,$32875.24,false
60-6962492,Gigi,Uman,программисты,$92641.60,true
48-6257114,Fremont,Rannigan,бухгалтеры,$34928.45,true
22-1842752,Winfield,Purry,программисты,$56049.93,true
75-8203363,Clint,Laxen,программисты,$66044.42,false
34-8208856,Finley,Helliwell,инженеры,$90065.67,false
81-6723380,Waylan,Stoggles,программисты,$20511.71,true
14-1030267,Alaric,Cullingworth,программисты,$40944.18,false
92-3030140,Leela,Crocroft,программисты,$51618.99,false
00-1714553,Giraldo,Sharrard,бухгалтеры,$59885.50,true
10-7629380,Riki,Garstan,бухгалтеры,$89812.91,true
08-5348751,Willdon,Stife,бухгалтеры,$84704.63,false
66-1302763,Brier,Asker,инженеры,$13614.19,false
21-6411458,Gwenette,Cunliffe,бухгалтеры,$56486.05,true
22-4028254,Rita,Harrie,бухгалтеры,$90284.64,false
68-4091304,Harriette,Chappelle,инженеры,$40806.16,false
41-4219470,Ruby,Cobain,бухгалтеры,$39433.58,true
01-5172320,Raddy,Peat,инженеры,$14257.30,false
47-5099302,Kikelia,Haggish,бухгалтеры,$49666.06,false
99-8947908,Maurita,Ruvel,программисты,$68632.82,true
87-9862770,Vivi,Axford,инженеры,$4638.35,false
62-1364282,Dolph,Cosgriff,программисты,$71322.64,true
11-1990689,Gayel,Cutforth,инженеры,$17446.09,true
79-6183456,Lucie,Giraux,инженеры,$46388.88,false
47-4592618,Norbie,Sharvell,программисты,$44212.26,false
93-4392351,Chalmers,Sitch,бухгалтеры,$89560.96,false
18-3498857,Duff,Valder,бухгалтеры,$37089.52,false
13-6360656,Francisca,Probyn,инженеры,$49446.42,true
49-5176757,Patty,Hurdman,инженеры,$14965.59,false
90-6478114,Pepi,Winterson,бухгалтеры,$50434.89,true
41-5273441,Trace,Sothcott,инженеры,$73499.85,true
11-1455990,Noll,Burden,программисты,$62136.63,true
93-8991357,Thaine,Youle,бухгалтеры,$23325.65,true
65-0030283,Ewan,Simo,инженеры,$13674.60,true
66-6553029,Gleda,Patron,инженеры,$93710.76,false
50-9397025,Nari,O'Kynsillaghe,инженеры,$56201.52,true
39-2842057,Sheilakathryn,Shortin,инженеры,$60782.12,true
43-8390052,Tabatha,Cammack,бухгалтеры,$53652.45,false
66-7984689,Leoline,Tremouille,программисты,$29947.48,true
06-2775792,Pinchas,Barritt,инженеры,$2890.30,true
38-0601357,Nikki,Hemstead,бухгалтеры,$30994.31,true
90-3138439,Mar,Dillestone,программисты,$59276.28,false
01-3279062,Vincents,Orring,бухгалтеры,$14772.37,false
32-9213068,Sybilla,Dewick,программисты,$3306.74,true
64-7995822,Kat,Caveney,программисты,$63389.57,true
20-5658885,Heida,Whistlecroft,программисты,$72729.82,true
05-8822350,Gisele,Waddicor,программисты,$16056.12,true
97-7337016,Xavier,Kabsch,инженеры,$5520.96,true
90-5309532,Charil,Paice,бухгалтеры,$20379.25,false
49-3033457,Edd,Gladdish,бухгалтеры,$11102.32,true
39-7985358,Red,Blissitt,бухгалтеры,$85353.23,true
13-5533450,Vladimir,Joskovitch,программисты,$27994.31,false
49-6806286,Agnes,Tunn,бухгалтеры,$49429.55,false
39-6806758,Nollie,Skahill,программисты,$92382.31,true
43-0208804,Felix,Spofford,инженеры,$15650.04,false
52-0998408,Dedie,Balcers,бухгалтеры,$68750.15,true
50-5400461,Antonietta,Gettens,инженеры,$30413.00,true
05-9583225,Ivonne,Hendrickx,программисты,$17851.50,false
24-4953445,Marika,Toplis,бухгалтеры,$95133.94,false
09-2000502,Mikael,Marrian,бухгалтеры,$98832.45,false
64-7927168,Dorris,Eckery,бухгалтеры,$9803.61,true
33-2199911,Ailyn,Niccolls,бухгалтеры,$26466.13,true
54-9379764,Jerrome,Gates,программисты,$63776.87,true
42-5081549,Gypsy,Westwood,инженеры,$79794.03,true
35-3274271,Risa,Seabert,бухгалтеры,$53612.00,false
62-8508921,Nev,Borge,бухгалтеры,$29077.03,false
92-5220766,Eleni,Wilkes,бухгалтеры,$24698.96,true
30-9645160,Hermine,Pierpoint,инженеры,$65083.29,false
83-5495748,Carleen,Rides,программисты,$1840.30,true
41-6703585,Aviva,Walduck,инженеры,$23569.89,true
41-7483765,Mala,Aers,инженеры,$70512.88,true
05-1741271,Peggie,Colqueran,программисты,$25913.49,true
50-4927449,Rica,Wayper,программисты,$11634.27,true
25-5398238,Estrellita,D'Ambrogio,инженеры,$18043.66,true
08-5381964,Britt,Enderle,инженеры,$24801.66,false
10-8969615,Hadlee,Spolton,программисты,$62529.30,false
77-1314941,Thorn,Dumbreck,инженеры,$12729.56,true
87-9981237,Cordell,Cathrall,программисты,$93741.76,true
63-4050768,Ulric,Murtell,бухгалтеры,$23044.15,true
11-0898479,Enrique,Skeffington,программисты,$93423.92,true
11-8351252,Norbert,Sugge,инженеры,$44521.88,false
18-9545101,Arni,Death,бухгалтеры,$44521.66,true
07-8439989,Dory,Bastable,инженеры,$24558.27,true
54-7873417,Donovan,McAlpin,бухгалтеры,$22223.14,true
28-0560286,Elwin,Minghi,бухгалтеры,$61875.65,false
43-2201410,Langston,Yerrell,бухгалтеры,$62584.02,true
17-7840496,Chaddy,Bleckly,программисты,$82712.70,false
29-1801591,Jeannine,Andrich,программисты,$17117.30,true
91-6176565,Darda,Crichley,инженеры,$60307.45,false
45-5948836,Brig,Lukesch,программисты,$21434.16,true
64-6181028,Effie,Snoden,инженеры,$98625.41,true
32-1531565,Kym,Medlen,инженеры,$34913.19,true
39-1298169,Wilbur,Crellim,бухгалтеры,$27861.60,true
69-5151075,Babbie,Beltzner,бухгалтеры,$66597.62,false
26-3601523,Toinette,Trouncer,программисты,$75503.54,false
15-9562232,Gamaliel,Roggeman,инженеры,$37559.33,true
31-6667206,Allison,Peres,инженеры,$91560.51,true
77-7282459,Isadore,Tesh,бухгалтеры,$43948.74,false
16-6084349,Hamil,Iozefovich,инженеры,$77682.06,false
49-5663555,Tracee,Croutear,бухгалтеры,$91387.26,false
41-0850322,Aeriell,Broscombe,программисты,$10495.97,true
08-8709228,Lew,Elgy,программисты,$91180.20,false
29-6248028,Cherin,Matthew,инженеры,$44634.85,false
35-5692115,Wandis,Pritchard,программисты,$63664.55,true
70-1158990,Faye,Abyss,бухгалтеры,$13016.53,false
45-9467464,Elvin,Gaitley,бухгалтеры,$76673.51,true
22-9253888,Steffane,Lampbrecht,инженеры,$99087.63,false
73-1480305,Dar,Timmes,бухгалтеры,$32461.23,false
31-8337543,Jodie,Alvarado,программисты,$5462.29,false
54-3236967,Joell,Danne,инженеры,$19903.41,false
18-5651141,Kial,Birtwell,программисты,$79036.15,true
90-8362766,Maressa,Bordiss,инженеры,$56597.62,true
74-8010394,Quinn,Harce,программисты,$9580.92,false
85-6103071,Fawne,Grumell,инженеры,$95067.71,false
29-0872417,Valida,Mulryan,бухгалтеры,$68762.71,true
44-6223320,Chev,Gligorijevic,инженеры,$28791.02,true
15-7981761,Hynda,Duffit,программисты,$15780.22,false
92-9369866,Jacenta,Bastone,инженеры,$56656.95,false
24-8515922,Koral,Speechley,инженеры,$12873.78,true
63-9110453,Krishna,Coumbe,бухгалтеры,$31782.17,true
16-9742246,Frazier,Houten,программисты,$66083.12,false
63-1031309,Doralynne,Argent,инженеры,$40657.71,true
88-3971585,Melli,Lowndes,бухгалтеры,$40159.85,true
51-1348618,Derrick,Chaize,программисты,$30378.01,true
85-9870291,Barton,Cawt,программисты,$76730.11,false
50-5455567,Erena,Pinkie,инженеры,$46484.96,true
72-1983338,Emmeline,Jira,бухгалтеры,$47587.01,false
33-4777436,Lutero,Thames,программисты,$5256.93,true
99-7644586,Alfred,Hatcliffe,инженеры,$17759.81,true
34-3129830,Heall,Ewen,программисты,$60543.74,false
06-8293758,Wren,Joddins,инженеры,$76608.66,true
68-7216501,Keelia,Pinckney,инженеры,$78138.28,false
34-2180897,Gerhardine,Dummer,программисты,$28280.22,false
86-9449377,Hanna,Caunt,бухгалтеры,$91123.89,false
68-7611054,Diena,Tink,инженеры,$90539.91,false
08-5154381,Spencer,Pitt,бухгалтеры,$83256.16,false
57-8221538,Keefe,Postance,инженеры,$27060.59,true
19-5452360,Ruby,Burton,бухгалтеры,$90524.78,false
42-9630698,Shayna,Kimber,инженеры,$57925.04,true
60-9780644,Kristin,Gellett,инженеры,$67138.27,false
72-1709164,Nestor,Culshaw,инженеры,$83736.12,false
42-6799704,Isac,Hayller,программисты,$31626.05,true
21-1132338,Tommie,Perrinchief,программисты,$5761.09,false
07-4691152,Glennis,Haxley,инженеры,$92661.37,false
88-2235834,Silvio,Quye,бухгалтеры,$73498.01,false
38-4573112,Faustina,Baillie,бухгалтеры,$66646.31,true
46-3133020,Norman,Manicom,бухгалтеры,$18359.91,false
03-7742372,Kass,Spaughton,бухгалтеры,$19649.36,false
29-1800819,Ware,Robson,бухгалтеры,$40160.93,true
73-6619716,Saunders,Smardon,программисты,$83655.15,true
57-1252379,Meriel,MacGilpatrick,бухгалтеры,$3940.38,false
56-9082734,Shalna,Daingerfield,бухгалтеры,$70844.39,true
49-3293227,Evyn,Jonas,бухгалтеры,$47530.18,true
80-8148835,Florentia,Adams,программисты,$21985.18,true
20-3744724,Ulla,Duncanson,инженеры,$57823.79,true
91-8654717,Laural,Prose,программисты,$77444.65,true
60-9164613,Karyn,Bullcock,программисты,$46901.36,true
72-0844730,Garvy,Conahy,программисты,$37741.54,false
93-7596025,Michele,Jockle,инженеры,$43243.93,false
70-9924705,Eileen,Brydone,программисты,$62772.74,false
93-4843058,Cleve,Steffens,программисты,$2464.16,false
34-3734393,Alisander,Codling,бухгалтеры,$6758.25,true
06-7516481,Maxy,Donovan,инженеры,$19484.12,false
70-4469548,Siffre,Pollington,инженеры,$96399.00,true
88-8877985,Staci,Bingle,программисты,$8913.71,false
31-1752627,Eolande,O'Callaghan,программисты,$93716.52,false
18-9939901,Willi,Volonte,бухгалтеры,$77218.84,false
62-4610282,Julie,Hurler,программисты,$17943.64,true
78-7056294,Elisabetta,Tschursch,инженеры,$48859.27,true
78-9648141,Edsel,Bunson,программисты,$48524.99,false
36-6803175,Calla,Stoyell,программисты,$64986.14,false
11-7501676,Marga,Malley,программисты,$94299.26,true
94-3650627,Geoffry,Paolacci,бухгалтеры,$73278.76,false
79-0393411,Theodosia,Caudle,бухгалтеры,$12350.03,false
35-8453841,Marissa,Janata,программисты,$48979.93,true
90-4692262,Cliff,Verlander,программисты,$5250.45,false
49-5901934,Aldric,Pablo,инженеры,$30054.47,false
41-5748281,Don,Jeram,инженеры,$16318.43,true
37-7338673,Addy,Gallemore,инженеры,$18082.81,true
62-2318327,Lionel,Merfin,инженеры,$39239.65,true
38-9803051,Marlie,Bending,инженеры,$54671.06,true
48-4419812,Jessalin,Disdel,программисты,$86845.35,true
17-1230850,Donelle,Pranger,программисты,$76693.29,false
47-2710838,Giulia,Smallpeace,программисты,$91242.01,true
11-0690855,Dukie,Wissby,бухгалтеры,$95837.39,true
92-1132156,Dennet,Fortesquieu,инженеры,$52640.95,false
29-6161953,Donall,Presser,бухгалтеры,$97808.67,true
48-1754498,Judie,Gives,программисты,$32092.09,true
68-0223507,Alfonso,Bugdale,инженеры,$75703.24,false
53-6309966,Deny,Nelligan,программисты,$68658.52,false
13-4368373,Allen,Mapledoore,программисты,$99117.23,false
73-6903964,Sharla,Reddell,бухгалтеры,$55966.02,false
83-6972232,Eben,Cotterrill,бухгалтеры,$35393.78,false
46-1870555,Alika,Siveter,бухгалтеры,$74681.18,false
30-4533338,Eadmund,Duckels,программисты,$87541.70,false
73-9046641,Dix,Orrick,бухгалтеры,$2613.07,true
06-4910897,Lily,Georgi,инженеры,$91198.86,true
18-1347996,Ruthanne,Imlock,программисты,$75966.51,false
32-0435805,Lebbie,Tollfree,программисты,$8944.89,false
11-2312549,Jasen,Erasmus,программисты,$8287.92,true
13-0187252,Odella,Mathie,инженеры,$18941.38,true
16-3517330,Emyle,Bulfoy,программисты,$6833.76,true
74-9083642,Travus,Mougel,бухгалтеры,$96316.60,false
85-5003479,Willy,Koenen,программисты,$13646.02,true
43-2369445,Dominique,Baudouin,бухгалтеры,$82744.62,false
15-9496262,Guenna,Remon,бухгалтеры,$10080.57,false
53-1225969,Stafani,Yeo,бухгалтеры,$39233.16,false
72-8230872,Rica,Daton,программисты,$44573.68,true
66-8653826,Annnora,York,бухгалтеры,$22815.45,false
57-4721401,Letitia,Giordano,программисты,$6012.74,false
63-7858315,Tallie,Logsdail,инженеры,$82327.36,true
30-0399163,Martie,Goodall,программисты,$76360.46,true
62-9372623,Bowie,Jann,программисты,$20617.28,false
72-5319895,Anne,Grayling,инженеры,$54030.54,false
00-8217202,Andrej,MacKnocker,инженеры,$51096.15,false
37-3917631,Eugenio,Parradice,бухгалтеры,$55708.27,false
70-0034802,Thurstan,Hambleton,программисты,$38869.90,true
15-5361373,Rolph,Scrowston,программисты,$82986.19,true
72-9465328,Benoite,Maguire,бухгалтеры,$48326.82,true
90-4167125,Nancy,Dragonette,инженеры,$81075.52,false
69-6929795,Pandora,Chazelle,инженеры,$41173.31,true
97-8541718,Miriam,Hellcat,инженеры,$12326.50,false
60-6624610,Nicolea,Amburgy,инженеры,$65145.60,false
24-1638793,Becca,Watkiss,инженеры,$98990.80,true
04-4495858,Archer,Taggett,инженеры,$56750.81,false
13-1999560,Aurilia,Meller,программисты,$91326.30,false
60-3260006,Saba,Cruces,инженеры,$20497.57,false
42-7880831,Mayor,Arnecke,инженеры,$20771.73,false
58-1927608,Hyatt,Mallows,бухгалтеры,$92106.49,true
90-2981239,Nicolis,Pessel,бухгалтеры,$19809.99,true
26-6963098,Margaux,Revie,инженеры,$98018.57,true
66-8413166,Corrine,Mieville,бухгалтеры,$59613.18,false
90-0864986,Bekki,Jakubiak,инженеры,$29545.32,false
12-7944620,Luelle,Whitcher,инженеры,$77704.85,true
62-6369644,Reider,Abercrombie,программисты,$94233.43,false
43-0561133,Cynthie,Monte,программисты,$71231.66,false
30-7433722,Valenka,Shenfish,бухгалтеры,$4378.28,false
27-3380899,Martynne,Byng,бухгалтеры,$42111.32,true
29-6337980,Barr,Bader,инженеры,$27446.67,false
56-1923281,Neila,Cosens,программисты,$27081.88,true
37-4866739,Weston,Olczyk,программисты,$34077.44,true
26-8714389,Ronni,Ramstead,бухгалтеры,$32411.18,true
58-3103218,Claudie,Dagwell,бухгалтеры,$56094.59,true
54-2790526,Borg,Plenderleith,программисты,$35342.13,true
00-2926419,Kimberlyn,Brenton,инженеры,$66714.84,true
94-3442536,Dugald,Blaber,программисты,$23723.83,false
48-2582129,Marcelle,Boyet,бухгалтеры,$72240.92,true
56-0501431,Mick,Gawen,инженеры,$71952.71,true
11-5252820,Madison,Gutridge,программисты,$83818.47,true
78-3752285,Haze,Cork,инженеры,$84657.51,true
08-2158967,Bengt,Senn,программисты,$31678.78,true
60-2747693,Rosalinde,Moultrie,бухгалтеры,$25440.81,true
70-6557607,Merrile,Raper,инженеры,$1529.45,true
30-4254600,Vlad,Joderli,программисты,$76875.83,false
98-3275446,Dollie,Issitt,инженеры,$99431.72,false
24-4070881,Vivienne,Cason,инженеры,$5176.20,true
31-8981018,Rosita,Lordon,программисты,$85159.86,true
67-5586529,Annabela,Sherlaw,бухгалтеры,$76325.49,false
14-5889732,Thomasin,Livett,инженеры,$43019.72,false
77-1857138,Rutter,Grigore,инженеры,$97145.93,true
46-1598549,Corri,Vaudrey,бухгалтеры,$23318.31,false
81-7807989,Nalani,Sizland,инженеры,$82130.27,true
31-0988103,Daron,Furnival,бухгалтеры,$11892.27,true
32-9770816,Calypso,Dayce,бухгалтеры,$26475.11,false
55-2194213,Lisbeth,Bodill,бухгалтеры,$5533.63,false
92-0894616,Tybalt,Attrie,бухгалтеры,$18354.86,true
88-4278328,Angelita,Slack,инженеры,$83453.36,false
12-3831626,Amelie,Vatini,бухгалтеры,$18974.56,true
18-8315703,Davin,Kohrsen,программисты,$95458.60,true
48-4465570,Ginnifer,Roebottom,программисты,$91593.32,false
83-5570145,Mattheus,Measures,бухгалтеры,$42973.55,false
30-3197333,Shelby,Butler,программисты,$31409.19,true
20-6478185,Wolfie,Rutty,бухгалтеры,$82028.72,true
82-0253304,Sherri,Challoner,бухгалтеры,$67832.21,true
28-7903364,Matthaeus,Samarth,инженеры,$31295.66,false
09-8259242,Lona,Grabham,инженеры,$70926.08,true
78-4478951,Cchaddie,Remmer,инженеры,$38407.67,true
33-6354089,Gertrudis,Guye,программисты,$83833.12,true
14-3770839,Gui,Karchewski,программисты,$22960.29,false
09-2819282,Sherri,Blaiklock,бухгалтеры,$43297.62,true
22-4326560,Dave,Madgett,бухгалтеры,$92087.94,false
64-0951750,Katrina,Bradneck,программисты,$6720.57,false
22-0729364,Chadd,Ragless,бухгалтеры,$49630.28,false
62-5166845,Carlotta,Crocker,программисты,$72303.96,true
23-8412718,Zebulen,McEvon,бухгалтеры,$22840.64,false
00-6760202,Birk,Braunter,инженеры,$71074.63,false
22-6421593,Edwin,Trousdell,инженеры,$29142.58,true
42-4713008,Jason,Monnelly,инженеры,$70223.13,false
80-8698765,Tedie,Ratt,бухгалтеры,$21001.93,false
28-5853804,Wash,Mallindine,бухгалтеры,$35145.55,false
40-7677265,Trumann,Henrys,инженеры,$92208.71,true
64-3933657,Gennifer,Tewelson,инженеры,$96391.58,false
77-5559682,Roslyn,Sheara,инженеры,$18895.49,false
50-3377076,Valentina,Sommersett,программисты,$98813.87,true
65-9143917,Idell,Pyott,инженеры,$4649.01,false
98-9138264,Martina,Henriques,программисты,$21941.22,true
66-9388283,Simon,Charlick,бухгалтеры,$22836.12,false
36-6490022,Aili,Hanna,программисты,$21492.94,true
55-6730658,Kynthia,Crippen,программисты,$17141.21,false
63-3031699,Izaak,Pellew,бухгалтеры,$19002.71,true
66-2061229,Theo,Fellnee,инженеры,$34145.01,true
51-5096821,Lillian,Kears,программисты,$88221.99,true
36-3257191,Mitchel,Adcocks,бухгалтеры,$47787.38,true
07-4049100,Hollis,Rillatt,программисты,$29332.72,true
47-2243512,Doreen,Kubach,бухгалтеры,$66993.47,false
09-1831009,Rhetta,Sanja,инженеры,$61177.54,false
12-2444600,Sheba,Gibke,инженеры,$72093.67,false
63-7784887,Blithe,Meers,бухгалтеры,$87968.54,false
88-4586930,Pattie,Dacre,бухгалтеры,$18259.34,true
72-0849833,Van,Avrahm,инженеры,$88488.33,true
54-3175380,Norri,Karp,бухгалтеры,$5263.45,true
50-2679678,Cleon,Eaglesham,инженеры,$76044.37,false
18-2667654,Juan,Otridge,инженеры,$78348.85,true
82-3051931,Elmore,Ruprich,бухгалтеры,$92302.00,false
78-5861506,Karmen,Duligall,инженеры,$29439.38,true
38-9761312,Oswald,Platt,программисты,$6529.33,false
73-6357383,Richy,Scholefield,программисты,$8706.91,true
11-1996017,Alissa,Breckin,бухгалтеры,$32160.21,false
69-5507911,Lynne,De Mattei,бухгалтеры,$17072.51,true
99-9040587,Jameson,Smaile,инженеры,$39911.30,false
13-3357956,Lorelei,Pahlsson,программисты,$87404.73,false
37-6483291,Georgiana,D'Agostini,программисты,$95745.34,false
88-4275921,Ryun,Gentile,бухгалтеры,$75148.86,false
07-0845079,Elset,Ventris,программисты,$14599.47,false
85-1138609,Danyette,Bocking,бухгалтеры,$65311.56,false
59-1973612,Powell,Deporte,программисты,$40418.24,true
86-4181321,Bridget,Vigrass,бухгалтеры,$91979.58,false
66-5061319,Shannan,O'Duane,программисты,$6593.26,true
83-5651735,Reagen,Hyam,программисты,$44783.99,false
21-9559497,Roderigo,MacKowle,инженеры,$57029.16,true
25-0131645,Sophi,Fruin,программисты,$64552.02,true
87-6276361,Poul,Brandenberg,инженеры,$70233.34,false
09-2062437,Martynne,Van Velden,инженеры,$98032.42,true
